,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
53,12,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,17,0,0
54,0,0,5,0,0,18,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
55,0,0,1,0,0,0,16,0,0,0,0,21,0,0,0,0,0,0,8,3,0
56,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,13,0,16
57,12,0,0,0,0,0,0,10,0,0,0,0,0,0,15,0,0,0,0,0,0
58,0,11,0,0,0,0,0,17,0,0,0,0,0,0,23,0,0,0,0,0,0
59,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,6,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,2,0,0,0,0
61,0,18,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0
62,0,14,0,20,0,0,0,0,0,0,0,3,0,0,0,0,0,0,22,0,7
63,0,0,18,0,0,0,0,0,0,0,0,17,0,0,0,0,0,15,0,0,14
64,0,0,20,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0
65,0,7,0,0,0,0,21,0,0,0,0,0,0,0,2,0,0,0,0,0,0
66,0,0,8,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0,11,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0
68,0,12,0,0,0,0,0,0,0,13,0,0,0,0,23,0,0,0,0,0,0
69,0,5,0,0,0,0,0,6,0,0,0,0,19,0,0,0,3,0,0,16,0
70,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,9,0
71,0,0,12,0,8,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
72,0,10,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0
73,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,21,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
75,0,20,0,0,0,0,0,0,22,0,0,0,0,0,19,0,0,0,0,0,0
76,13,0,0,0,0,0,0,0,0,0,11,0,0,0,15,0,0,1,0,0,23
77,0,19,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,1,0,3
78,0,0,14,0,0,6,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0
79,5,0,0,0,0,0,17,0,0,0,0,0,0,13,0,0,0,0,0,0,0
80,0,11,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,18,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,16,0,0,0,0
82,0,2,0,0,0,0,0,0,8,0,0,0,0,20,0,0,0,0,0,0,0
83,21,0,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,0,15,10,0
84,21,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,14,0,0,20,0
85,0,0,17,0,0,16,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
86,0,6,0,0,0,0,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0
87,19,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
89,0,11,0,0,0,12,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
90,9,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,23,0,5
91,17,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,16,22,0
92,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,14,0,0,0,0,0
93,10,0,0,0,0,0,0,0,21,0,0,0,0,0,5,0,0,0,0,0,0
94,0,23,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
95,0,2,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,11,0,0,0
96,4,0,0,0,0,0,0,18,0,0,0,0,6,0,0,0,0,0,0,0,0
97,1,0,0,0,0,0,0,20,0,0,0,0,0,13,0,0,0,7,0,9,0
98,0,0,17,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,14,0
99,0,23,0,0,0,0,0,0,0,0,11,0,16,0,0,0,0,0,0,0,0
100,0,8,0,0,0,0,0,0,0,0,15,22,0,0,0,0,0,0,0,0,0
101,0,13,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,0,0,1,0,0,0,0,0,20,0,0,0,0,0,0,0,18,0,0,0,0
103,0,19,0,12,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
104,0,0,4,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,10,5,0
105,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,20,19,0
106,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
107,0,14,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
108,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,21,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
110,15,0,0,0,0,2,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0
111,0,0,3,0,6,0,0,0,0,0,0,0,12,0,0,0,0,0,9,18,0
112,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,23,0,0,0,5
113,13,0,0,0,0,0,0,0,0,16,0,0,22,0,0,0,0,0,0,0,0
114,14,0,0,0,0,0,0,0,0,12,0,0,0,0,17,0,0,0,0,0,0
115,0,0,8,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
116,21,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0
117,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,15,0,0,0,0,0
118,0,6,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,19,0,18
119,0,0,13,0,0,0,0,0,0,0,0,0,0,6,0,0,0,21,0,0,11
120,0,9,0,0,0,0,0,14,0,0,0,0,0,0,0,19,0,0,0,0,0
121,8,0,0,0,0,17,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
122,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
123,23,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,20,0,0,0
124,0,0,18,0,0,5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
125,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,22,0,0,7,10,0
126,0,21,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,13,0,7
127,0,0,18,0,0,0,0,0,0,10,0,0,0,0,0,8,0,0,0,0,0
128,0,0,15,0,0,0,22,0,0,0,0,0,0,0,0,17,0,0,0,0,0
129,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,11,0,0
131,0,16,0,0,0,0,0,20,0,0,0,0,23,0,0,0,0,0,0,0,0
132,12,0,0,0,0,19,0,0,0,0,0,0,14,0,0,0,2,0,0,4,0
133,16,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,13,0,0,20
134,12,0,0,22,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
135,14,0,0,17,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
136,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,0,0,21,0,0,5,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0
138,0,0,1,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0
139,0,0,23,18,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,8,0
140,23,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,9,0,0,2,0
141,0,0,22,0,0,0,5,0,0,0,0,0,0,0,17,0,0,0,0,0,0
142,0,0,12,0,0,4,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
143,16,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
144,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
145,0,14,0,0,7,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
146,0,11,0,0,0,0,8,0,0,0,0,3,0,0,0,0,20,0,0,0,21
147,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,11,0,3
148,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0
149,0,6,0,0,0,0,0,0,8,0,0,0,0,0,18,0,0,0,0,0,0
150,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,0,0,12,0,0,0,0,13,0,0,0,0,0,0,0,0,0,22,0,0,0
152,0,0,14,0,0,0,0,0,0,16,0,17,0,0,0,0,0,0,0,0,0
153,0,0,20,0,0,0,0,0,0,0,21,0,0,0,0,1,0,23,0,10,0
154,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,16,0,0,18
155,7,0,0,0,0,0,0,0,0,14,0,0,0,0,22,0,0,0,0,0,0
156,0,0,1,13,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
157,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
158,0,23,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,19,0,0,0
159,0,0,9,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
160,0,20,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,15,17,0
161,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,0,23,0,0,9,0
162,11,0,0,0,0,0,0,0,0,20,0,0,0,16,0,0,0,0,0,0,0
163,0,15,0,0,0,0,19,0,0,0,0,0,0,0,21,0,0,0,0,0,0
164,22,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
165,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0
166,0,0,14,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0
167,0,0,2,0,0,0,0,0,0,0,8,0,0,10,0,0,0,5,0,0,17
168,4,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,17,2,0
169,0,0,9,0,0,0,0,0,0,0,23,0,0,3,0,0,0,0,0,0,0
170,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,12,0,0,0,0,0
171,20,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
173,0,11,0,0,0,0,0,13,0,0,0,14,0,0,0,0,0,0,0,0,0
174,16,0,0,0,5,0,0,0,0,0,0,0,0,0,0,19,0,0,22,21,0
175,0,0,17,0,0,0,0,0,0,0,0,0,0,0,6,0,13,0,0,0,8
176,0,0,9,0,0,0,0,0,0,11,0,0,0,0,0,14,0,0,0,0,0
177,0,0,7,0,22,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
178,0,15,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0
179,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19,0,0
180,1,0,0,0,5,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
181,0,20,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,21,0,12,0
182,14,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,5,0,0,0,6
183,10,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
184,0,0,12,0,0,0,0,20,0,0,0,0,22,0,0,0,0,0,0,0,0
185,0,1,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
186,15,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,9,0,0,0
187,0,2,0,0,0,0,23,0,0,0,0,0,0,0,0,13,0,0,0,0,0
188,0,8,0,0,0,0,0,0,19,0,0,18,0,0,0,0,0,0,7,0,4
189,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,2,0
190,11,0,0,0,0,0,0,19,0,0,0,0,0,0,0,21,0,0,0,0,0
191,0,9,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0
192,17,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,16,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
194,0,22,0,0,0,0,0,14,0,0,0,0,0,0,23,0,0,0,0,0,0
195,3,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,15,0
196,0,0,13,0,0,0,0,0,0,0,0,0,19,0,0,0,21,0,0,0,4
197,0,10,0,0,0,0,0,0,0,0,20,0,0,0,0,23,0,0,0,0,0
198,0,0,6,0,0,0,0,0,0,22,0,0,0,0,0,7,0,0,0,0,0
199,0,0,18,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
200,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0
201,0,16,0,0,0,0,0,0,0,17,0,0,0,9,0,0,0,0,0,0,0
202,0,8,0,0,14,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,12
203,0,0,14,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,1,0
204,0,0,12,0,0,0,0,11,0,0,0,0,0,0,0,22,0,0,0,0,0
205,0,0,13,0,0,0,0,0,0,0,9,0,0,0,0,17,0,0,0,0,0
206,15,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
207,0,0,20,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0
208,0,10,0,0,0,18,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
209,0,19,0,0,0,0,0,0,0,6,0,0,0,0,0,23,0,0,21,16,0
210,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,23,0,0,0,10
211,16,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
212,0,0,11,0,0,0,0,0,17,0,0,22,0,0,0,0,0,0,0,0,0
213,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,0,0,6,0,0,15,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
215,19,0,0,0,12,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
216,20,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,9,0,0,8
217,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,4,12,0
218,0,22,0,0,0,0,0,0,0,16,0,2,0,0,0,0,0,0,0,0,0
219,0,0,14,0,0,0,0,10,0,0,0,0,0,0,19,0,0,0,0,0,0
220,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,0,0,23,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0
222,20,0,0,0,0,0,9,0,0,0,0,0,0,0,0,11,0,0,0,0,0
223,0,0,7,13,0,0,0,0,0,0,0,0,0,0,17,0,0,0,15,21,0
224,8,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0,20,0
225,22,0,0,0,0,0,0,0,10,0,0,0,23,0,0,0,0,0,0,0,0
226,0,0,12,0,0,0,0,0,0,0,15,0,0,0,0,13,0,0,0,0,0
227,0,14,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,0,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,17,0,0,0,0
229,0,5,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
230,0,7,0,6,0,0,0,0,0,0,0,0,0,19,0,0,0,18,0,0,16
231,0,18,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,2
232,0,11,0,0,0,10,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
233,17,0,0,0,0,0,0,0,0,23,0,0,0,0,0,19,0,0,0,0,0
234,20,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,0,0,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
236,0,22,0,0,0,0,0,0,8,0,0,0,0,13,0,0,0,0,0,0,0
237,12,0,0,0,0,21,0,0,0,0,0,15,0,0,0,0,3,0,0,0,4
238,0,0,22,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,23
239,17,0,0,0,0,0,0,0,0,0,16,0,0,0,9,0,0,0,0,0,0
240,0,0,14,0,0,0,0,13,0,0,0,4,0,0,0,0,0,0,0,0,0
241,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
243,0,12,0,0,0,2,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
244,8,0,0,21,0,0,0,0,0,0,0,0,0,0,20,0,15,0,0,0,11
245,0,20,0,0,0,0,0,0,0,0,0,15,0,0,0,0,2,0,0,14,0
246,0,0,9,0,0,0,0,0,17,0,0,0,0,0,0,16,0,0,0,0,0
247,13,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
248,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,0,0,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
250,23,0,0,0,0,0,0,0,11,0,0,0,0,21,0,0,0,0,0,0,0
251,0,18,0,0,0,0,12,0,0,0,0,0,19,0,0,0,0,6,0,4,0
252,0,12,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,2
253,21,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
254,0,0,13,0,0,20,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
255,0,14,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
256,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,17,0,0
257,0,16,0,0,0,0,0,0,0,23,0,6,0,0,0,0,0,0,0,0,0
258,10,0,0,0,0,3,0,0,0,0,0,0,0,22,0,0,11,0,0,18,0
259,0,1,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,21,0,13,0
260,19,0,0,0,0,0,0,20,0,0,0,0,0,2,0,0,0,0,0,0,0
261,0,0,5,0,0,0,0,16,0,0,0,18,0,0,0,0,0,0,0,0,0
262,0,23,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
263,15,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
264,0,17,0,14,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
265,0,12,0,0,0,0,0,11,0,0,0,0,0,0,10,0,0,6,0,0,4
266,2,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,19,0,0,11
267,0,0,12,0,15,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
268,18,0,0,0,0,0,0,0,0,14,0,0,0,0,9,0,0,0,0,0,0
269,0,0,16,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
270,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
271,0,0,17,0,0,0,0,23,0,0,0,0,0,22,0,0,0,0,0,0,0
272,5,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,4,0,0,6
273,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,18,4,0
274,7,0,0,0,0,0,0,0,0,0,15,0,0,0,14,0,0,0,0,0,0
275,0,13,0,0,0,0,23,0,0,0,0,0,0,0,0,3,0,0,0,0,0
276,0,10,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,0,0,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
278,0,0,22,0,0,11,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
279,17,0,0,0,12,0,0,0,0,0,0,0,0,0,0,21,0,2,0,0,6
280,21,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1,0,0,0,8
281,0,7,0,0,0,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
282,0,0,23,0,0,0,0,19,0,0,0,0,0,0,12,0,0,0,0,0,0
283,22,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
284,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0
285,0,0,10,11,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
286,0,20,0,0,0,0,0,0,0,5,0,0,18,0,0,0,15,0,0,0,9
287,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,12
288,0,7,0,23,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
289,0,2,0,0,0,0,0,0,0,10,0,0,0,0,17,0,0,0,0,0,0
290,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
291,0,21,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,18,0,0
292,15,0,0,0,0,0,0,0,0,0,9,0,0,0,6,0,0,0,0,0,0
293,13,0,0,0,0,0,0,0,0,16,0,0,0,0,0,14,0,0,22,0,3
294,23,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,14,8,0
295,5,0,0,21,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
296,0,10,0,0,0,0,1,0,0,0,0,0,0,22,0,0,0,0,0,0,0
297,18,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,0,0,20,0,0,0,0,0,0,6,0,0,0,0,0,0,11,0,0,0,0
299,12,0,0,0,2,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
300,0,0,19,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,7,9,0
301,11,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,6,0,23
302,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
303,0,0,4,0,0,0,0,0,0,0,10,18,0,0,0,0,0,0,0,0,0
304,0,19,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
305,0,21,0,17,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
306,0,0,5,16,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
307,0,20,0,7,0,0,0,0,0,0,0,0,15,0,0,0,0,0,8,2,0
308,0,21,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,14,0,0,8
309,22,0,0,0,0,0,17,0,0,0,0,7,0,0,0,0,0,0,0,0,0
310,0,6,0,0,0,0,0,13,0,0,0,0,0,0,9,0,0,0,0,0,0
311,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
312,20,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,19,0,0,0
313,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0
314,12,0,0,0,0,5,0,0,0,0,0,0,0,0,0,16,0,15,0,1,0
315,9,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,2,0,0,0,4
