,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
134,0,0,4,0,0,0,1,0,0,0,0,0,0,0,28,0
135,0,24,0,0,0,2,0,0,0,0,0,0,0,0,12,0
136,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,17
137,6,0,0,0,0,20,0,0,0,0,0,0,25,0,0,0
138,0,8,0,0,0,0,11,0,0,0,0,0,30,0,0,0
139,0,7,0,0,0,0,0,0,0,0,10,0,0,13,0,0
140,0,16,0,0,0,0,0,26,0,0,0,0,15,0,0,0
141,0,0,31,27,0,0,0,0,0,0,0,0,0,23,0,0
142,0,0,22,0,0,0,0,0,0,32,0,0,0,0,0,19
143,20,0,0,0,0,31,0,0,0,0,0,0,3,0,0,0
144,0,0,19,1,0,0,0,0,0,0,0,0,28,0,0,0
145,0,0,14,0,0,0,0,0,0,0,16,0,0,18,0,0
146,0,0,22,0,0,0,0,0,29,0,0,32,0,0,0,0
147,0,30,0,0,0,0,0,0,24,0,0,0,0,0,10,0
148,0,0,11,0,0,0,6,0,0,0,0,0,27,0,0,0
149,0,17,0,7,0,0,0,0,0,0,0,0,0,13,0,0
150,0,26,0,0,0,0,0,0,0,25,0,0,0,5,0,0
151,8,0,0,0,0,0,0,0,23,0,0,0,2,0,0,0
152,0,12,0,0,0,0,21,0,0,0,0,0,0,0,33,0
153,4,0,0,0,9,0,0,0,0,0,0,0,0,15,0,0
154,7,0,0,0,0,0,0,14,0,0,0,18,0,0,0,0
155,32,0,0,0,0,0,0,0,9,0,0,0,0,0,0,11
156,2,0,0,0,0,0,0,20,0,0,0,22,0,0,0,0
157,30,0,0,0,0,0,0,0,0,0,19,0,0,0,0,8
158,0,27,0,0,0,0,0,0,0,0,4,0,17,0,0,0
159,0,0,25,0,0,0,0,0,0,29,0,0,0,0,0,3
160,0,10,0,0,0,0,33,0,0,0,0,0,12,0,0,0
161,0,6,0,0,0,0,0,26,0,0,0,0,0,21,0,0
162,31,0,0,0,0,1,0,0,0,0,0,0,0,0,23,0
163,0,16,0,0,0,0,0,0,0,0,5,13,0,0,0,0
164,0,0,24,0,0,0,0,0,0,0,28,0,15,0,0,0
165,0,28,0,0,16,0,0,0,0,0,0,0,0,0,0,4
166,0,8,0,0,0,0,0,0,0,0,30,0,0,0,0,12
167,0,0,10,0,0,0,3,0,0,0,0,0,6,0,0,0
168,0,23,0,0,0,0,0,13,0,0,0,0,0,0,26,0
169,0,18,0,0,0,0,0,0,19,0,0,0,29,0,0,0
170,0,17,0,0,0,0,0,0,27,0,0,0,0,0,9,0
171,0,15,0,0,0,0,0,0,0,21,0,0,31,0,0,0
172,0,0,20,0,0,14,0,0,0,0,0,0,0,0,2,0
173,0,0,1,0,0,0,0,0,24,0,0,0,7,0,0,0
174,11,0,0,0,0,0,25,0,0,0,0,0,0,0,0,22
175,0,0,33,0,0,0,0,32,0,0,0,0,0,5,0,0
176,0,20,0,0,0,0,0,0,0,0,8,0,0,12,0,0
177,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,5
178,0,0,10,0,28,0,0,0,0,0,0,18,0,0,0,0
179,0,0,23,0,0,9,0,0,0,0,0,0,0,0,24,0
180,2,0,0,0,0,0,0,19,0,0,0,0,0,0,22,0
181,0,11,0,0,0,0,0,0,0,0,31,0,25,0,0,0
182,33,0,0,0,29,0,0,0,0,0,0,0,16,0,0,0
183,0,17,0,0,0,4,0,0,0,0,0,1,0,0,0,0
184,0,0,14,0,0,27,0,0,0,0,0,15,0,0,0,0
185,0,0,32,0,0,0,0,0,21,0,0,6,0,0,0,0
186,0,26,0,0,0,30,0,0,0,0,0,0,13,0,0,0
187,22,0,0,0,0,0,0,0,25,0,0,0,0,0,0,26
188,0,0,2,0,0,0,0,1,0,0,0,0,0,0,33,0
189,19,0,0,0,17,0,0,0,0,0,0,0,0,6,0,0
190,0,0,28,0,0,0,0,13,0,0,0,0,0,8,0,0
191,0,0,23,0,11,0,0,0,0,0,0,0,0,29,0,0
192,0,0,32,0,0,0,0,0,0,0,21,0,0,10,0,0
193,0,27,0,0,0,24,0,0,0,0,0,4,0,0,0,0
194,0,16,0,0,0,0,18,0,0,0,0,0,0,0,7,0
195,0,5,0,0,30,0,0,0,0,0,0,0,0,0,9,0
196,15,0,0,12,0,0,0,0,0,0,0,0,0,0,31,0
197,14,0,0,0,20,0,0,0,0,0,0,3,0,0,0,0
198,6,0,0,20,0,0,0,0,0,0,0,0,0,13,0,0
199,0,0,24,0,18,0,0,0,0,0,0,0,0,17,0,0
200,23,0,0,0,15,0,0,0,0,0,0,0,0,0,7,0
201,33,0,0,0,0,30,0,0,0,0,0,0,0,0,0,10
202,0,22,0,0,0,0,28,0,0,0,0,21,0,0,0,0
203,0,16,0,0,0,0,0,0,0,27,0,0,5,0,0,0
204,0,26,0,0,0,0,0,0,12,0,0,0,14,0,0,0
205,0,2,0,0,0,0,0,0,0,0,3,0,25,0,0,0
206,1,0,0,0,0,0,0,11,0,0,0,9,0,0,0,0
207,0,8,0,0,0,0,0,0,0,31,0,32,0,0,0,0
208,0,29,0,0,0,0,0,0,0,19,0,0,0,0,4,0
209,0,20,0,0,3,0,0,0,0,0,0,0,0,0,0,29
210,21,0,0,0,5,0,0,0,0,0,0,23,0,0,0,0
211,0,25,0,0,0,0,0,0,0,0,31,0,10,0,0,0
212,0,0,9,33,0,0,0,0,0,0,0,0,0,30,0,0
213,19,0,0,24,0,0,0,0,0,0,0,0,0,0,22,0
214,0,0,27,0,17,0,0,0,0,0,0,7,0,0,0,0
215,12,0,0,11,0,0,0,0,0,0,0,0,0,0,13,0
216,0,1,0,0,0,14,0,0,0,0,0,0,0,0,32,0
217,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,16
218,0,15,0,0,0,0,0,0,0,18,0,0,0,0,0,26
219,0,6,0,0,0,0,0,28,0,0,0,0,0,0,4,0
220,0,0,1,0,0,0,0,21,0,0,0,0,0,0,0,11
221,0,0,15,0,4,0,0,0,0,0,0,13,0,0,0,0
222,0,0,25,0,0,28,0,0,0,0,0,0,29,0,0,0
223,0,10,0,0,32,0,0,0,0,0,0,0,0,0,30,0
224,3,0,0,31,0,0,0,0,0,0,0,0,0,0,18,0
225,0,5,0,24,0,0,0,0,0,0,0,20,0,0,0,0
226,0,23,0,0,0,8,0,0,0,0,0,0,0,0,19,0
227,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,16
228,0,0,22,0,0,17,0,0,0,0,0,14,0,0,0,0
229,0,0,9,0,0,0,0,33,0,0,0,27,0,0,0,0
230,26,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0
231,32,0,0,0,0,26,0,0,0,0,0,0,0,33,0,0
232,0,4,0,0,0,0,27,0,0,0,0,0,0,0,7,0
233,10,0,0,0,0,0,0,31,0,0,0,0,0,0,18,0
234,0,30,0,13,0,0,0,0,0,0,0,0,0,0,28,0
235,17,0,0,21,0,0,0,0,0,0,0,0,0,0,0,23
236,0,0,6,0,0,0,0,0,0,0,29,5,0,0,0,0
237,2,0,0,0,16,0,0,0,0,0,0,0,11,0,0,0
238,0,0,9,0,22,0,0,0,0,0,0,0,8,0,0,0
239,15,0,0,1,0,0,0,0,0,0,0,0,0,0,25,0
240,12,0,0,0,0,0,0,19,0,0,0,0,0,20,0,0
241,0,3,0,0,0,0,0,0,24,0,0,0,0,0,14,0
242,22,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0
243,33,0,0,0,0,0,0,0,0,8,0,0,0,13,0,0
244,0,0,32,31,0,0,0,0,0,0,0,0,0,26,0,0
245,11,0,0,29,0,0,0,0,0,0,0,0,0,0,24,0
246,0,0,30,0,0,0,0,0,0,3,0,0,0,5,0,0
247,0,0,19,0,0,0,17,0,0,0,0,0,0,0,25,0
248,0,0,6,0,0,0,0,0,21,0,0,0,0,0,12,0
249,18,0,0,0,0,0,0,0,0,9,0,27,0,0,0,0
250,4,0,0,0,28,0,0,0,0,0,0,0,0,0,0,14
251,0,23,0,0,0,0,0,10,0,0,0,0,2,0,0,0
252,15,0,0,0,20,0,0,0,0,0,0,0,0,0,0,16
253,15,0,0,0,0,0,0,0,0,0,28,0,0,0,21,0
254,0,0,17,7,0,0,0,0,0,0,0,0,0,0,0,14
255,0,2,0,0,0,0,0,0,0,23,0,0,18,0,0,0
256,22,0,0,5,0,0,0,0,0,0,0,0,0,30,0,0
257,11,0,0,0,0,0,0,4,0,0,0,0,12,0,0,0
258,0,16,0,0,0,0,0,0,0,3,0,0,0,0,33,0
259,0,1,0,0,0,32,0,0,0,0,0,0,0,9,0,0
260,19,0,0,6,0,0,0,0,0,0,0,31,0,0,0,0
261,0,0,8,0,0,24,0,0,0,0,0,0,0,0,29,0
262,0,26,0,0,0,0,0,0,0,10,0,0,13,0,0,0
263,0,0,27,0,0,0,20,0,0,0,0,0,25,0,0,0
264,33,0,0,0,0,0,0,29,0,0,0,4,0,0,0,0
265,31,0,0,0,0,0,0,28,0,0,0,0,0,0,2,0
266,0,0,18,0,0,0,0,0,0,0,9,0,0,0,0,14
267,26,0,0,0,11,0,0,0,0,0,0,0,25,0,0,0
268,0,0,32,0,0,0,0,0,12,0,0,0,15,0,0,0
269,0,0,30,0,0,0,20,0,0,0,0,0,0,0,16,0
270,0,0,1,7,0,0,0,0,0,0,0,0,0,0,22,0
271,23,0,0,19,0,0,0,0,0,0,0,0,0,0,6,0
272,27,0,0,0,0,0,0,0,0,0,13,0,0,24,0,0
273,21,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0
274,0,8,0,0,0,0,0,0,0,10,0,0,0,0,5,0
275,23,0,0,0,0,0,0,0,0,0,12,0,0,20,0,0
276,33,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0
277,18,0,0,0,0,9,0,0,0,0,0,0,11,0,0,0
278,19,0,0,0,0,0,0,0,32,0,0,28,0,0,0,0
279,13,0,0,0,7,0,0,0,0,0,0,0,0,0,15,0
280,0,24,0,0,0,0,0,0,0,0,8,4,0,0,0,0
281,27,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0
282,0,0,2,0,6,0,0,0,0,0,0,0,29,0,0,0
283,0,17,0,31,0,0,0,0,0,0,0,0,25,0,0,0
284,0,14,0,0,0,0,0,0,0,30,0,0,0,16,0,0
285,0,26,0,0,0,0,0,0,22,0,0,0,0,0,21,0
286,0,0,14,0,0,0,24,0,0,0,0,28,0,0,0,0
287,0,0,19,0,0,0,0,20,0,0,0,0,30,0,0,0
288,0,25,0,0,0,0,0,0,0,0,3,0,13,0,0,0
289,0,18,0,22,0,0,0,0,0,0,0,11,0,0,0,0
290,0,0,31,0,0,0,0,8,0,0,0,17,0,0,0,0
291,0,26,0,0,0,0,0,9,0,0,0,0,29,0,0,0
292,0,16,0,0,23,0,0,0,0,0,0,0,0,0,7,0
293,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,27
294,4,0,0,0,0,21,0,0,0,0,0,12,0,0,0,0
295,0,15,0,0,0,0,0,0,1,0,0,0,0,0,6,0
296,0,0,2,0,0,0,0,0,32,0,0,0,0,33,0,0
297,0,7,0,0,0,0,15,0,0,0,0,0,0,0,3,0
298,0,25,0,0,0,16,0,0,0,0,0,0,0,0,1,0
299,26,0,0,0,0,0,0,0,0,21,0,0,24,0,0,0
300,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,11
301,0,20,0,0,0,0,0,0,33,0,0,23,0,0,0,0
302,0,22,0,30,0,0,0,0,0,0,0,0,32,0,0,0
303,0,14,0,0,0,0,0,0,0,27,0,19,0,0,0,0
304,0,0,31,0,0,0,28,0,0,0,0,13,0,0,0,0
305,0,0,8,0,0,0,0,12,0,0,0,0,0,0,0,10
306,0,0,9,0,0,17,0,0,0,0,0,29,0,0,0,0
307,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,18
308,0,14,0,0,0,0,0,0,0,4,0,10,0,0,0,0
309,0,0,32,0,0,0,0,0,0,8,0,0,0,0,0,31
310,0,0,9,0,0,12,0,0,0,0,0,0,30,0,0,0
311,0,0,11,0,0,0,0,28,0,0,0,0,0,33,0,0
312,0,23,0,0,0,0,0,0,2,0,0,26,0,0,0,0
313,25,0,0,0,0,0,0,0,0,22,0,0,0,13,0,0
314,24,0,0,0,0,0,0,0,0,0,17,0,0,0,29,0
315,0,21,0,0,0,0,5,0,0,0,0,0,0,0,0,20
316,27,0,0,0,0,0,0,15,0,0,0,0,0,18,0,0
317,16,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0
318,0,19,0,7,0,0,0,0,0,0,0,0,0,0,0,3
319,9,0,0,0,0,0,0,31,0,0,0,0,0,0,0,2
320,0,0,5,0,0,30,0,0,0,0,0,0,24,0,0,0
321,28,0,0,0,0,0,0,12,0,0,0,0,0,26,0,0
322,14,0,0,0,33,0,0,0,0,0,0,0,0,0,19,0
323,25,0,0,0,0,10,0,0,0,0,0,0,0,27,0,0
324,0,18,0,0,0,0,1,0,0,0,0,11,0,0,0,0
325,0,0,6,0,8,0,0,0,0,0,0,0,0,0,32,0
326,0,0,20,0,0,0,0,0,13,0,0,0,0,17,0,0
327,0,21,0,3,0,0,0,0,0,0,0,0,0,0,16,0
328,7,0,0,0,0,0,0,0,0,0,4,0,23,0,0,0
329,0,22,0,0,0,0,0,29,0,0,0,0,0,0,0,15
330,0,0,28,0,0,0,27,0,0,0,0,0,0,12,0,0
331,0,3,0,0,0,26,0,0,0,0,0,0,6,0,0,0
332,0,7,0,0,9,0,0,0,0,0,0,0,14,0,0,0
333,30,0,0,0,0,0,0,0,15,0,0,0,0,0,20,0
334,0,0,8,0,0,0,5,0,0,0,0,0,4,0,0,0
335,0,29,0,0,25,0,0,0,0,0,0,10,0,0,0,0
336,0,1,0,0,0,0,23,0,0,0,0,0,19,0,0,0
337,0,0,2,32,0,0,0,0,0,0,0,0,0,11,0,0
338,0,0,21,0,0,18,0,0,0,0,0,0,0,0,13,0
339,0,0,31,16,0,0,0,0,0,0,0,0,0,17,0,0
340,0,0,24,0,0,0,0,0,22,0,0,0,0,0,33,0
341,0,0,8,0,0,0,0,0,0,0,26,0,0,0,12,0
342,0,30,0,0,0,0,0,6,0,0,0,0,0,25,0,0
343,0,29,0,0,3,0,0,0,0,0,0,0,0,0,15,0
344,27,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7
345,0,0,10,0,0,0,0,17,0,0,0,33,0,0,0,0
346,0,0,2,0,4,0,0,0,0,0,0,21,0,0,0,0
347,0,24,0,0,0,0,16,0,0,0,0,0,0,0,0,31
348,9,0,0,0,0,0,0,0,23,0,0,0,0,0,0,32
349,0,20,0,11,0,0,0,0,0,0,0,0,0,0,0,5
350,0,0,13,0,0,0,0,0,0,0,22,0,0,0,14,0
351,0,0,18,0,0,1,0,0,0,0,0,0,0,0,28,0
352,0,0,18,0,2,0,0,0,0,0,0,0,0,14,0,0
353,9,0,0,0,0,0,0,0,23,0,0,28,0,0,0,0
354,0,19,0,0,0,0,12,0,0,0,0,33,0,0,0,0
355,0,0,1,0,0,0,0,0,0,0,8,0,0,0,6,0
356,29,0,0,0,0,0,0,16,0,0,0,3,0,0,0,0
357,25,0,0,0,0,0,0,22,0,0,0,11,0,0,0,0
358,24,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0
359,0,17,0,0,15,0,0,0,0,0,0,0,0,0,32,0
360,0,31,0,0,0,0,10,0,0,0,0,0,0,0,0,27
361,0,30,0,0,0,13,0,0,0,0,0,0,0,0,20,0
362,0,21,0,26,0,0,0,0,0,0,0,0,0,5,0,0
363,0,18,0,0,0,0,0,9,0,0,0,0,0,0,0,32
364,0,0,11,0,0,33,0,0,0,0,0,0,24,0,0,0
365,0,28,0,0,0,30,0,0,0,0,0,0,0,0,0,27
366,0,4,0,0,0,0,0,0,16,0,0,3,0,0,0,0
367,0,8,0,0,0,0,0,6,0,0,0,22,0,0,0,0
368,0,0,29,0,0,0,0,0,0,0,21,0,23,0,0,0
369,0,0,7,26,0,0,0,0,0,0,0,0,0,25,0,0
370,14,0,0,0,0,0,0,0,0,0,13,12,0,0,0,0
371,0,15,0,0,0,0,20,0,0,0,0,19,0,0,0,0
372,0,17,0,0,0,0,0,1,0,0,0,5,0,0,0,0
373,0,0,2,0,0,0,0,0,0,0,31,0,0,0,0,10
374,0,0,31,0,0,0,33,0,0,0,0,0,12,0,0,0
375,0,28,0,0,0,0,0,0,0,0,18,0,0,0,25,0
376,0,0,15,0,0,3,0,0,0,0,0,0,16,0,0,0
377,0,0,2,0,0,0,0,0,0,0,20,5,0,0,0,0
378,9,0,0,0,0,0,0,0,0,7,0,0,0,8,0,0
379,1,0,0,24,0,0,0,0,0,0,0,19,0,0,0,0
380,29,0,0,0,0,0,23,0,0,0,0,0,0,32,0,0
381,21,0,0,0,0,0,0,0,11,0,0,0,27,0,0,0
382,17,0,0,0,14,0,0,0,0,0,0,0,4,0,0,0
383,0,13,0,0,0,0,0,0,0,0,30,0,0,0,22,0
384,0,10,0,0,0,0,0,0,26,0,0,6,0,0,0,0
385,0,0,6,0,0,0,0,0,20,0,0,0,0,0,27,0
386,0,4,0,0,0,9,0,0,0,0,0,32,0,0,0,0
387,0,0,30,0,0,1,0,0,0,0,0,0,0,16,0,0
388,0,5,0,0,0,0,0,0,0,28,0,25,0,0,0,0
389,0,0,17,0,0,0,22,0,0,0,0,0,19,0,0,0
390,0,14,0,0,0,0,0,0,0,0,15,0,0,2,0,0
391,0,13,0,0,0,23,0,0,0,0,0,0,0,0,10,0
392,0,26,0,0,11,0,0,0,0,0,0,0,0,0,0,8
393,0,0,24,0,0,0,0,0,0,3,0,0,0,0,29,0
394,7,0,0,0,0,0,0,0,0,12,0,0,0,21,0,0
395,0,0,18,0,0,0,0,0,0,33,0,0,0,0,0,31
396,1,0,0,0,0,4,0,0,0,0,0,0,0,24,0,0
397,0,13,0,0,0,0,0,0,29,0,0,6,0,0,0,0
398,0,0,23,0,0,0,0,0,17,0,0,0,0,0,26,0
399,0,18,0,0,12,0,0,0,0,0,0,0,0,0,2,0
400,0,28,0,0,0,0,0,0,0,0,16,0,0,15,0,0
401,8,0,0,0,0,0,0,0,0,32,0,0,0,0,0,22
402,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,11
403,33,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0
404,14,0,0,0,0,0,0,0,0,0,31,0,0,0,21,0
405,0,30,0,0,10,0,0,0,0,0,0,0,0,0,7,0
406,0,27,0,0,0,20,0,0,0,0,0,25,0,0,0,0
407,0,0,21,0,0,0,23,0,0,0,0,0,0,2,0,0
408,0,0,22,0,16,0,0,0,0,0,0,0,19,0,0,0
