,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
104,0,28,0,0,0,0,0,0,0,16,0,3,0,0,0,0
105,0,0,27,0,0,30,0,0,0,0,0,0,5,0,0,0
106,24,0,0,0,0,0,0,0,0,0,11,0,0,0,0,29
107,0,0,33,32,0,0,0,0,0,0,0,6,0,0,0,0
108,0,0,20,0,0,0,0,0,0,0,1,13,0,0,0,0
109,17,0,0,0,25,0,0,0,0,0,0,0,0,0,0,12
110,0,18,0,0,0,3,0,0,0,0,0,0,0,0,26,0
111,0,32,0,0,6,0,0,0,0,0,0,0,0,0,9,0
112,0,10,0,15,0,0,0,0,0,0,0,0,0,0,17,0
113,0,0,29,0,0,19,0,0,0,0,0,0,0,0,0,4
114,28,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0
115,14,0,0,0,0,0,0,0,0,0,20,0,0,27,0,0
116,0,0,13,0,0,0,0,0,0,30,0,31,0,0,0,0
117,0,22,0,0,0,0,0,0,23,0,0,21,0,0,0,0
118,5,0,0,0,0,0,0,0,0,0,24,0,16,0,0,0
119,0,0,25,0,2,0,0,0,0,0,0,0,0,7,0,0
120,0,11,0,0,0,0,0,0,33,0,0,0,0,0,8,0
121,9,0,0,0,14,0,0,0,0,0,0,0,0,0,0,16
122,7,0,0,0,0,29,0,0,0,0,0,0,0,15,0,0
123,0,13,0,0,0,11,0,0,0,0,0,0,0,30,0,0
124,0,0,5,3,0,0,0,0,0,0,0,0,0,27,0,0
125,0,8,0,0,0,0,0,19,0,0,0,0,32,0,0,0
126,0,33,0,0,0,0,0,0,0,26,0,0,4,0,0,0
127,0,0,20,0,0,0,0,0,0,25,0,0,0,0,0,21
128,23,0,0,0,0,0,0,17,0,0,0,0,28,0,0,0
129,0,0,2,0,10,0,0,0,0,0,0,1,0,0,0,0
130,0,0,18,0,0,0,0,0,0,22,0,0,0,0,24,0
131,0,0,6,0,0,0,0,0,0,0,12,0,0,0,31,0
132,24,0,0,0,0,0,0,0,0,0,11,0,0,18,0,0
133,0,19,0,0,0,23,0,0,0,0,0,0,0,21,0,0
134,0,32,0,0,0,20,0,0,0,0,0,0,0,0,22,0
135,0,25,0,3,0,0,0,0,0,0,0,0,27,0,0,0
136,4,0,0,0,0,0,0,0,0,9,0,0,0,12,0,0
137,0,0,8,30,0,0,0,0,0,0,0,0,6,0,0,0
138,0,0,33,13,0,0,0,0,0,0,0,29,0,0,0,0
139,0,2,0,0,0,0,0,0,16,0,0,0,0,0,0,17
140,0,0,5,0,0,0,0,0,0,0,14,26,0,0,0,0
141,0,0,15,0,0,0,0,0,1,0,0,31,0,0,0,0
142,0,0,7,0,0,0,0,0,0,0,10,28,0,0,0,0
143,0,28,0,0,0,0,0,0,0,23,0,0,0,0,0,12
144,0,17,0,0,0,0,5,0,0,0,0,0,0,0,11,0
145,0,21,0,0,10,0,0,0,0,0,0,9,0,0,0,0
146,0,0,2,0,0,6,0,0,0,0,0,0,0,30,0,0
147,0,22,0,0,0,0,0,0,0,8,0,0,0,0,18,0
148,14,0,0,15,0,0,0,0,0,0,0,0,0,24,0,0
149,0,0,29,0,0,1,0,0,0,0,0,0,4,0,0,0
150,32,0,0,0,0,0,0,25,0,0,0,0,0,0,33,0
151,0,0,27,0,0,0,20,0,0,0,0,0,7,0,0,0
152,16,0,0,0,0,0,0,0,0,0,31,0,0,0,26,0
153,0,19,0,0,0,0,3,0,0,0,0,0,0,0,0,13
154,0,22,0,0,0,0,0,31,0,0,0,0,0,0,0,13
155,7,0,0,0,0,26,0,0,0,0,0,0,0,0,0,3
156,0,0,18,0,0,32,0,0,0,0,0,0,0,0,0,27
157,8,0,0,15,0,0,0,0,0,0,0,0,0,0,33,0
158,1,0,0,0,0,0,0,0,0,6,0,0,0,0,19,0
159,24,0,0,0,0,0,0,0,25,0,0,0,0,17,0,0
160,0,0,5,0,0,0,0,0,0,28,0,0,0,0,23,0
161,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,9
162,10,0,0,0,0,0,11,0,0,0,0,29,0,0,0,0
163,20,0,0,0,0,0,0,0,0,0,12,0,0,30,0,0
164,0,0,21,0,0,0,0,0,0,0,16,0,0,0,14,0
165,26,0,0,0,0,0,0,0,9,0,0,0,17,0,0,0
166,31,0,0,0,0,0,0,8,0,0,0,0,0,0,30,0
167,3,0,0,0,0,0,0,0,0,12,0,0,0,22,0,0
168,0,10,0,0,0,0,14,0,0,0,0,0,0,0,0,28
169,7,0,0,0,0,0,0,16,0,0,0,21,0,0,0,0
170,0,19,0,0,0,0,0,0,0,20,0,23,0,0,0,0
171,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,15
172,32,0,0,0,0,0,13,0,0,0,0,0,0,33,0,0
173,0,0,25,0,0,0,1,0,0,0,0,29,0,0,0,0
174,0,27,0,0,4,0,0,0,0,0,0,0,0,0,0,24
175,18,0,0,0,0,0,6,0,0,0,0,0,0,0,11,0
176,0,0,7,0,0,0,0,0,24,0,0,0,0,13,0,0
177,0,0,26,0,0,25,0,0,0,0,0,0,0,0,0,28
178,0,0,30,0,0,0,0,0,0,17,0,0,0,0,9,0
179,33,0,0,0,0,0,0,4,0,0,0,32,0,0,0,0
180,0,0,23,0,8,0,0,0,0,0,0,14,0,0,0,0
181,5,0,0,0,0,0,0,0,29,0,0,0,12,0,0,0
182,0,0,16,0,0,0,0,0,0,0,3,0,0,0,31,0
183,0,0,21,0,0,0,0,0,0,0,15,0,18,0,0,0
184,0,0,22,0,0,0,0,0,11,0,0,0,2,0,0,0
185,0,0,6,0,0,0,10,0,0,0,0,0,0,27,0,0
186,0,0,1,0,0,0,0,19,0,0,0,0,20,0,0,0
187,0,8,0,0,0,0,0,0,0,0,11,0,1,0,0,0
188,15,0,0,0,0,0,5,0,0,0,0,0,0,33,0,0
189,0,0,19,0,0,0,0,0,0,12,0,0,0,0,0,3
190,0,25,0,0,0,0,18,0,0,0,0,0,0,32,0,0
191,7,0,0,0,0,0,0,0,0,31,0,0,28,0,0,0
192,22,0,0,0,0,16,0,0,0,0,0,0,0,20,0,0
193,0,0,21,0,24,0,0,0,0,0,0,0,0,0,27,0
194,0,0,17,0,0,0,0,23,0,0,0,0,0,13,0,0
195,0,0,26,0,0,0,0,0,0,0,30,14,0,0,0,0
196,0,9,0,0,0,0,0,0,4,0,0,0,0,0,10,0
197,2,0,0,0,6,0,0,0,0,0,0,0,0,29,0,0
198,23,0,0,0,0,0,8,0,0,0,0,0,0,0,22,0
199,0,31,0,0,0,0,0,21,0,0,0,0,0,0,0,20
200,10,0,0,0,15,0,0,0,0,0,0,0,0,11,0,0
201,0,0,6,0,0,19,0,0,0,0,0,0,0,0,0,32
202,0,0,26,0,0,0,0,0,0,29,0,0,30,0,0,0
203,0,33,0,0,0,0,0,0,0,0,3,12,0,0,0,0
204,0,0,17,0,0,0,0,0,24,0,0,0,0,0,0,14
205,1,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0
206,25,0,0,0,0,0,0,18,0,0,0,0,0,0,0,4
207,0,7,0,0,0,0,0,0,0,0,5,0,16,0,0,0
208,27,0,0,0,0,0,0,0,0,0,13,0,0,0,0,28
209,0,0,32,0,0,15,0,0,0,0,0,0,0,0,22,0
210,0,0,13,0,0,0,31,0,0,0,0,30,0,0,0,0
211,0,0,23,0,0,0,0,0,1,0,0,0,9,0,0,0
212,0,19,0,25,0,0,0,0,0,0,0,0,10,0,0,0
213,0,18,0,0,0,0,0,0,0,0,27,7,0,0,0,0
214,0,0,24,0,0,0,12,0,0,0,0,20,0,0,0,0
215,0,0,29,0,0,0,17,0,0,0,0,8,0,0,0,0
216,0,0,3,0,0,0,0,0,0,0,26,0,0,0,33,0
217,2,0,0,0,0,0,28,0,0,0,0,0,0,0,11,0
218,0,21,0,6,0,0,0,0,0,0,0,0,0,0,4,0
219,5,0,0,0,0,16,0,0,0,0,0,0,0,0,14,0
220,0,11,0,0,0,14,0,0,0,0,0,0,0,0,0,21
221,0,0,1,0,0,0,0,0,0,0,9,0,0,0,26,0
222,29,0,0,0,0,33,0,0,0,0,0,0,10,0,0,0
223,27,0,0,0,31,0,0,0,0,0,0,24,0,0,0,0
224,0,13,0,0,0,0,0,0,0,20,0,0,0,3,0,0
225,0,32,0,0,0,0,0,0,0,0,23,12,0,0,0,0
226,0,0,7,0,6,0,0,0,0,0,0,0,22,0,0,0
227,0,17,0,0,28,0,0,0,0,0,0,0,5,0,0,0
228,0,0,25,0,0,0,0,0,0,2,0,0,0,0,0,30
229,4,0,0,0,8,0,0,0,0,0,0,0,19,0,0,0
230,15,0,0,0,0,0,0,16,0,0,0,18,0,0,0,0
231,0,22,0,0,0,0,0,0,0,0,17,0,0,29,0,0
232,0,5,0,0,0,3,0,0,0,0,0,0,0,0,14,0
233,0,0,16,0,0,0,1,0,0,0,0,0,0,0,21,0
234,0,20,0,0,0,0,0,0,0,0,2,0,8,0,0,0
235,0,0,31,0,0,0,0,0,0,0,24,0,0,0,23,0
236,0,0,28,0,0,0,10,0,0,0,0,0,0,0,0,6
237,27,0,0,0,0,0,0,0,0,0,19,0,0,0,4,0
238,0,11,0,0,0,0,0,0,15,0,0,0,0,30,0,0
239,0,33,0,0,0,0,0,0,7,0,0,13,0,0,0,0
240,0,0,32,18,0,0,0,0,0,0,0,0,0,25,0,0
241,9,0,0,0,0,12,0,0,0,0,0,0,0,0,26,0
242,27,0,0,0,0,0,0,0,0,18,0,0,9,0,0,0
243,0,0,30,0,0,0,0,0,0,0,7,3,0,0,0,0
244,31,0,0,0,0,0,5,0,0,0,0,0,16,0,0,0
245,8,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0
246,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,25
247,13,0,0,0,22,0,0,0,0,0,0,0,23,0,0,0
248,0,0,29,0,0,26,0,0,0,0,0,0,21,0,0,0
249,0,0,17,0,0,20,0,0,0,0,0,0,0,0,0,19
250,0,0,28,0,0,0,0,10,0,0,0,0,0,0,2,0
251,11,0,0,0,0,4,0,0,0,0,0,0,0,0,32,0
252,0,0,33,0,24,0,0,0,0,0,0,0,0,0,14,0
253,0,21,0,0,0,0,0,0,0,33,0,0,11,0,0,0
254,19,0,0,0,0,0,0,0,0,12,0,0,0,0,0,15
255,32,0,0,0,0,8,0,0,0,0,0,0,0,0,24,0
256,22,0,0,0,0,0,23,0,0,0,0,0,0,18,0,0
257,0,29,0,0,9,0,0,0,0,0,0,0,17,0,0,0
258,0,1,0,0,0,4,0,0,0,0,0,0,30,0,0,0
259,0,0,5,0,0,0,0,20,0,0,0,0,25,0,0,0
260,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,6
261,13,0,0,0,0,0,31,0,0,0,0,0,0,0,0,2
262,0,27,0,0,0,14,0,0,0,0,0,0,0,0,28,0
263,0,0,16,0,0,0,26,0,0,0,0,0,0,0,10,0
264,24,0,0,0,0,0,21,0,0,0,0,14,0,0,0,0
265,0,0,12,25,0,0,0,0,0,0,0,0,0,28,0,0
266,0,32,0,0,0,0,0,0,0,0,7,0,0,4,0,0
267,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1
268,0,0,31,0,0,0,10,0,0,0,0,0,0,0,0,23
269,0,0,17,0,0,0,0,0,0,8,0,0,0,13,0,0
270,0,20,0,0,0,0,0,0,0,5,0,0,19,0,0,0
271,0,15,0,0,0,9,0,0,0,0,0,0,0,0,18,0
272,0,0,26,0,0,0,0,0,0,0,16,0,0,0,30,0
273,27,0,0,0,0,0,0,0,29,0,0,0,0,0,0,2
274,0,0,3,22,0,0,0,0,0,0,0,33,0,0,0,0
275,0,25,0,0,2,0,0,0,0,0,0,16,0,0,0,0
276,0,0,4,0,0,0,0,33,0,0,0,0,0,0,0,11
277,0,0,17,0,0,0,0,10,0,0,0,0,0,5,0,0
278,0,18,0,28,0,0,0,0,0,0,0,21,0,0,0,0
279,0,0,1,0,22,0,0,0,0,0,0,0,0,0,23,0
280,15,0,0,0,0,0,0,29,0,0,0,0,0,0,27,0
281,19,0,0,6,0,0,0,0,0,0,0,0,0,14,0,0
282,0,7,0,0,0,8,0,0,0,0,0,0,0,0,32,0
283,24,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3
284,26,0,0,0,0,30,0,0,0,0,0,31,0,0,0,0
285,0,12,0,0,0,0,0,13,0,0,0,0,0,20,0,0
286,29,0,0,15,0,0,0,0,0,0,0,11,0,0,0,0
287,0,32,0,0,0,14,0,0,0,0,0,21,0,0,0,0
288,10,0,0,0,0,0,0,0,0,33,0,0,0,0,2,0
289,20,0,0,31,0,0,0,0,0,0,0,8,0,0,0,0
290,0,0,25,0,16,0,0,0,0,0,0,0,0,30,0,0
291,0,18,0,0,0,0,0,0,0,0,23,9,0,0,0,0
292,0,0,3,0,0,0,0,0,28,0,0,0,26,0,0,0
293,0,0,4,0,0,0,12,0,0,0,0,19,0,0,0,0
294,0,0,27,1,0,0,0,0,0,0,0,0,0,0,17,0
295,7,0,0,13,0,0,0,0,0,0,0,0,0,0,5,0
296,6,0,0,0,0,0,0,0,0,0,24,0,0,0,0,22
297,0,0,1,0,0,14,0,0,0,0,0,0,0,0,3,0
298,0,7,0,0,0,0,11,0,0,0,0,0,23,0,0,0
299,0,28,0,0,0,8,0,0,0,0,0,0,0,0,0,15
300,0,0,29,0,0,0,0,10,0,0,0,0,0,12,0,0
301,6,0,0,0,0,0,0,0,0,0,31,0,0,26,0,0
302,19,0,0,0,0,0,16,0,0,0,0,0,21,0,0,0
303,0,0,4,0,27,0,0,0,0,0,0,0,0,0,0,24
304,33,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0
305,0,25,0,0,0,18,0,0,0,0,0,0,0,0,2,0
306,17,0,0,0,0,0,0,0,30,0,0,0,13,0,0,0
307,0,0,32,0,0,0,0,0,22,0,0,20,0,0,0,0
308,0,14,0,18,0,0,0,0,0,0,0,0,15,0,0,0
309,0,0,25,0,0,0,0,19,0,0,0,0,8,0,0,0
310,16,0,0,0,0,27,0,0,0,0,0,23,0,0,0,0
311,0,0,31,0,0,0,0,13,0,0,0,0,0,2,0,0
312,0,29,0,32,0,0,0,0,0,0,0,0,0,0,33,0
313,10,0,0,0,0,0,0,3,0,0,0,0,0,0,21,0
314,0,11,0,1,0,0,0,0,0,0,0,0,0,0,9,0
315,22,0,0,0,0,0,0,12,0,0,0,0,0,0,0,26
316,0,0,28,0,0,0,0,0,6,0,0,0,0,7,0,0
317,0,20,0,0,0,0,0,24,0,0,0,0,0,17,0,0
318,30,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0
319,0,0,8,0,0,11,0,0,0,0,0,0,0,0,27,0
320,0,0,24,0,0,0,9,0,0,0,0,0,0,3,0,0
321,0,0,2,0,0,0,0,0,0,0,7,0,0,0,31,0
322,0,0,6,0,0,0,0,0,0,17,0,0,0,0,20,0
323,0,25,0,18,0,0,0,0,0,0,0,29,0,0,0,0
324,14,0,0,0,0,10,0,0,0,0,0,0,0,0,23,0
325,32,0,0,0,0,0,0,0,0,19,0,0,0,0,15,0
326,0,30,0,26,0,0,0,0,0,0,0,0,0,0,13,0
327,16,0,0,0,0,0,0,0,21,0,0,0,0,0,4,0
328,0,5,0,0,0,0,12,0,0,0,0,0,0,1,0,0
329,0,0,22,33,0,0,0,0,0,0,0,0,0,28,0,0
330,0,19,0,0,0,0,0,0,12,0,0,0,10,0,0,0
331,16,0,0,25,0,0,0,0,0,0,0,0,0,0,0,3
332,0,20,0,0,9,0,0,0,0,0,0,0,0,21,0,0
333,0,5,0,18,0,0,0,0,0,0,0,22,0,0,0,0
334,0,0,30,0,0,0,0,13,0,0,0,0,28,0,0,0
335,15,0,0,0,0,0,0,0,0,31,0,0,0,6,0,0
336,0,33,0,0,0,0,0,0,0,0,7,0,8,0,0,0
337,0,0,11,0,0,0,0,0,14,0,0,0,2,0,0,0
338,0,26,0,0,0,0,1,0,0,0,0,0,0,0,32,0
339,0,0,27,0,0,0,0,0,0,0,17,0,24,0,0,0
340,0,29,0,23,0,0,0,0,0,0,0,4,0,0,0,0
341,21,0,0,0,0,0,0,0,0,31,0,0,0,0,24,0
342,16,0,0,0,0,7,0,0,0,0,0,29,0,0,0,0
343,0,0,32,0,0,0,0,0,0,4,0,10,0,0,0,0
344,0,26,0,0,9,0,0,0,0,0,0,0,13,0,0,0
345,0,0,15,0,0,0,0,0,12,0,0,0,0,33,0,0
346,0,5,0,0,0,0,0,30,0,0,0,0,18,0,0,0
347,28,0,0,0,0,2,0,0,0,0,0,0,17,0,0,0
348,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,27
349,0,11,0,0,0,0,0,0,0,0,25,0,0,0,14,0
350,0,23,0,0,0,0,20,0,0,0,0,3,0,0,0,0
351,22,0,0,0,0,1,0,0,0,0,0,19,0,0,0,0
352,0,0,11,0,0,0,0,0,0,0,32,27,0,0,0,0
353,0,0,4,0,0,0,0,5,0,0,0,26,0,0,0,0
354,15,0,0,0,0,0,0,9,0,0,0,0,8,0,0,0
355,0,14,0,0,0,0,16,0,0,0,0,0,0,7,0,0
356,0,31,0,0,0,0,0,0,0,19,0,0,23,0,0,0
357,30,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0
358,29,0,0,0,0,0,0,10,0,0,0,0,33,0,0,0
359,0,25,0,0,0,0,0,0,0,3,0,0,0,0,20,0
360,0,2,0,0,0,0,0,0,12,0,0,0,0,0,0,13
361,0,0,21,17,0,0,0,0,0,0,0,0,0,0,0,18
362,28,0,0,0,0,0,22,0,0,0,0,24,0,0,0,0
363,32,0,0,0,0,0,0,0,13,0,0,0,0,0,0,9
364,0,0,2,0,0,0,0,0,0,0,18,4,0,0,0,0
365,3,0,0,0,0,0,0,0,24,0,0,0,26,0,0,0
366,0,17,0,0,0,27,0,0,0,0,0,0,0,16,0,0
367,0,15,0,0,0,0,0,0,5,0,0,0,0,0,23,0
368,29,0,0,0,0,19,0,0,0,0,0,0,0,0,0,8
369,0,0,7,0,0,0,0,0,0,21,0,0,0,33,0,0
370,0,6,0,0,0,0,0,0,0,14,0,11,0,0,0,0
371,0,0,28,0,0,0,0,1,0,0,0,0,10,0,0,0
372,0,0,31,0,0,30,0,0,0,0,0,20,0,0,0,0
373,22,0,0,0,0,0,0,25,0,0,0,0,0,0,0,12
374,0,0,25,0,0,0,0,26,0,0,0,0,0,23,0,0
375,0,0,1,0,0,0,0,0,0,0,9,0,14,0,0,0
376,0,10,0,0,0,31,0,0,0,0,0,22,0,0,0,0
377,21,0,0,0,0,0,0,0,0,2,0,30,0,0,0,0
378,0,7,0,0,0,0,0,0,0,0,17,0,0,0,0,28
379,0,6,0,0,0,0,0,0,29,0,0,0,0,24,0,0
380,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,20
381,0,15,0,0,0,0,0,0,0,0,32,4,0,0,0,0
382,0,0,13,0,0,0,0,0,0,0,8,0,16,0,0,0
383,0,33,0,0,18,0,0,0,0,0,0,0,0,0,11,0
384,0,19,0,0,0,27,0,0,0,0,0,0,0,12,0,0
385,0,0,18,0,0,19,0,0,0,0,0,0,0,0,0,28
386,0,0,26,0,30,0,0,0,0,0,0,0,0,0,7,0
387,0,0,25,0,0,17,0,0,0,0,0,0,0,0,0,1
388,15,0,0,0,0,0,0,0,0,0,32,0,24,0,0,0
389,0,0,23,0,0,0,0,31,0,0,0,0,4,0,0,0
390,0,21,0,0,8,0,0,0,0,0,0,0,0,0,22,0
391,0,0,20,11,0,0,0,0,0,0,0,0,0,27,0,0
392,0,29,0,0,0,0,12,0,0,0,0,0,0,9,0,0
393,0,0,3,0,0,0,0,0,0,0,10,0,0,2,0,0
394,0,5,0,0,0,0,0,0,0,33,0,0,0,0,16,0
395,0,13,0,0,0,14,0,0,0,0,0,0,0,6,0,0
396,0,0,14,0,0,0,0,0,0,5,0,22,0,0,0,0
397,0,24,0,0,0,26,0,0,0,0,0,18,0,0,0,0
398,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
399,0,0,10,0,0,0,0,9,0,0,0,0,27,0,0,0
400,0,0,8,0,0,0,0,0,0,23,0,0,32,0,0,0
401,0,0,28,0,0,0,0,0,0,0,6,0,0,31,0,0
402,20,0,0,0,0,0,25,0,0,0,0,7,0,0,0,0
403,0,19,0,0,0,0,0,0,30,0,0,0,0,17,0,0
404,0,4,0,0,0,33,0,0,0,0,0,0,12,0,0,0
405,29,0,0,0,0,0,0,0,3,0,0,0,0,0,21,0
406,0,0,13,0,0,0,16,0,0,0,0,0,0,11,0,0
407,0,5,0,0,0,8,0,0,0,0,0,0,20,0,0,0
408,0,0,12,0,0,0,0,0,0,0,14,0,7,0,0,0
